Desc	Orthogroup	AmyTra	ArcPla	BomMor	DanPle	EupSim	GynQin	HelArm	LymMon	ManSex	OpeBru	OrgAnt	PluXyl	SpoLit	TriNi
(null)	OG0000356	3	1	0	0	2	2	6	3	3	0	3	1	3	6
(null)	OG0000357	1	1	0	0	0	0	3	0	2	0	0	22	3	1
(null)	OG0000358	2	5	2	1	3	3	2	4	1	2	2	1	2	3
(null)	OG0000359	2	3	1	3	0	5	3	2	3	2	1	2	3	3
(null)	OG0000360	2	7	2	1	1	4	1	1	0	3	0	1	2	8
(null)	OG0000361	2	2	2	3	2	2	3	2	2	4	2	2	3	2
(null)	OG0000362	3	4	5	3	0	2	2	2	5	4	1	0	1	1
(null)	OG0000363	3	9	1	1	0	1	3	0	10	0	0	3	1	1
(null)	OG0000364	2	4	1	1	2	2	2	2	3	3	4	1	4	2
(null)	OG0000365	2	1	3	0	1	1	3	2	4	1	4	1	5	5
(null)	OG0000366	1	1	2	0	0	2	2	4	4	6	4	5	1	1
(null)	OG0000367	0	5	8	0	2	3	2	2	2	3	1	3	1	1
(null)	OG0000368	0	0	32	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0000369	0	0	0	0	0	0	0	0	33	0	0	0	0	0
(null)	OG0000370	2	2	1	1	2	4	3	0	4	1	4	1	4	3
(null)	OG0000371	2	2	1	3	2	1	1	4	2	3	4	1	2	4
(null)	OG0000372	3	15	0	2	0	3	1	3	1	0	0	0	3	1
(null)	OG0000373	2	3	2	2	2	4	2	2	2	0	3	2	2	4
(null)	OG0000374	4	0	0	0	1	17	1	0	0	4	0	2	2	1
(null)	OG0000375	2	2	2	2	2	2	2	1	2	2	2	5	2	4
(null)	OG0000376	1	1	6	1	2	1	1	2	1	12	1	1	1	1
(null)	OG0000377	2	5	1	3	3	2	3	2	1	3	3	1	2	1
(null)	OG0000378	2	2	2	4	2	3	2	2	4	2	2	1	2	2
(null)	OG0000379	2	3	3	2	2	2	2	1	2	4	2	2	2	3
(null)	OG0000380	2	2	3	0	1	5	1	3	4	2	6	1	1	1
(null)	OG0000381	3	2	2	2	2	2	3	2	2	4	2	2	2	2
(null)	OG0000382	3	4	0	2	2	3	2	2	2	3	2	3	2	2
(null)	OG0000383	2	1	3	0	1	3	3	3	5	3	3	1	2	2
(null)	OG0000384	2	4	3	2	1	3	2	1	3	3	1	2	2	3
(null)	OG0000385	4	2	0	2	3	2	1	3	3	1	4	3	2	2
(null)	OG0000386	2	2	2	2	2	1	2	3	5	3	1	2	2	3
(null)	OG0000387	3	4	1	0	1	2	0	1	4	0	0	2	4	10
(null)	OG0000388	2	3	3	1	1	3	1	4	2	6	1	2	2	1
(null)	OG0000389	3	0	4	4	0	0	2	0	2	3	0	9	3	2
(null)	OG0000390	1	6	2	1	5	2	2	2	1	2	3	1	2	2
(null)	OG0000391	1	4	0	0	2	3	2	3	4	0	2	7	3	1
(null)	OG0000392	1	7	2	2	0	3	1	0	1	2	0	9	2	2
(null)	OG0000393	1	2	4	3	1	2	1	2	2	4	1	4	4	1
(null)	OG0000394	2	2	2	3	2	2	4	2	2	2	2	3	2	2
(null)	OG0000395	2	1	0	1	3	5	2	3	2	1	5	2	3	2
(null)	OG0000396	1	3	3	3	2	1	2	5	3	1	1	3	2	2
(null)	OG0000397	0	1	0	0	0	0	0	31	0	0	0	0	0	0
(null)	OG0000398	0	0	19	0	0	0	0	1	0	1	0	5	0	6
(null)	OG0000399	0	0	7	0	0	0	1	1	0	0	0	21	1	1
(null)	OG0000400	0	0	0	0	0	0	0	0	0	0	0	32	0	0
(null)	OG0000401	3	1	3	1	2	2	2	2	3	3	2	2	3	2
(null)	OG0000402	4	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000403	5	3	1	0	1	1	4	1	9	1	2	0	3	0
(null)	OG0000404	2	1	1	2	3	3	2	3	3	3	3	0	3	2
(null)	OG0000405	1	4	3	3	2	3	2	1	3	3	1	3	1	1
(null)	OG0000406	2	1	2	1	1	1	3	1	4	5	2	1	3	4
(null)	OG0000407	2	8	7	0	1	8	0	3	0	0	0	0	1	1
(null)	OG0000408	3	2	2	2	1	1	3	2	3	2	1	4	3	2
(null)	OG0000409	3	2	1	3	0	0	5	1	6	0	0	1	7	2
(null)	OG0000410	3	3	1	1	4	2	2	2	2	3	3	1	2	2
(null)	OG0000411	2	2	0	2	3	2	2	2	2	2	2	2	5	3
(null)	OG0000412	3	3	3	1	2	2	2	2	2	3	3	1	2	2
(null)	OG0000413	3	0	5	11	0	0	0	3	0	5	2	2	0	0
(null)	OG0000414	2	4	2	2	2	2	1	2	3	2	1	4	2	2
(null)	OG0000415	2	3	3	2	3	2	2	2	2	3	3	2	1	1
(null)	OG0000416	3	3	1	2	2	2	3	2	2	3	2	1	3	2
(null)	OG0000417	3	4	1	1	1	3	3	3	2	2	1	2	3	2
(null)	OG0000418	2	2	1	4	2	1	1	2	3	3	3	3	2	2
(null)	OG0000419	2	0	1	0	3	0	1	10	2	9	3	0	0	0
(null)	OG0000420	2	2	2	2	3	2	2	3	2	2	3	2	2	2
(null)	OG0000421	2	2	0	6	2	2	2	2	2	3	2	1	3	2
(null)	OG0000422	1	3	0	1	4	3	2	3	1	3	4	0	3	3
(null)	OG0000423	2	5	2	4	1	1	2	4	1	3	1	1	2	2
(null)	OG0000424	1	12	0	0	0	1	0	9	0	2	4	0	1	1
(null)	OG0000425	1	2	3	0	0	2	2	1	7	5	0	3	3	2
(null)	OG0000426	0	4	20	2	0	1	0	0	1	0	1	1	1	0
(null)	OG0000427	0	5	0	8	1	4	2	5	0	0	4	0	2	0
(null)	OG0000428	0	0	31	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0000429	3	3	1	4	1	3	2	1	1	4	1	1	2	3
(null)	OG0000430	4	5	0	5	1	0	3	1	0	1	1	1	4	4
(null)	OG0000431	2	2	2	2	2	2	3	2	2	3	2	2	2	2
(null)	OG0000432	2	2	2	2	2	2	2	2	4	2	2	2	2	2
(null)	OG0000433	3	3	0	2	2	2	2	4	2	2	2	2	2	2
(null)	OG0000434	1	2	1	1	1	3	2	4	2	0	2	3	7	1
(null)	OG0000435	3	2	2	2	2	3	2	2	2	2	1	2	3	2
(null)	OG0000436	3	2	2	4	0	2	2	0	2	3	2	2	3	3
(null)	OG0000437	2	2	1	2	2	3	2	2	4	2	3	1	2	2
(null)	OG0000438	2	3	2	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000439	2	5	1	4	1	1	3	1	1	2	1	1	4	3
(null)	OG0000440	2	2	2	2	2	1	2	3	4	1	3	2	2	2
(null)	OG0000441	2	3	2	1	1	3	3	2	3	1	2	2	3	2
(null)	OG0000442	2	5	2	1	0	3	2	0	3	3	4	1	2	2
(null)	OG0000443	1	9	0	0	0	7	2	1	1	0	0	0	7	2
(null)	OG0000444	1	1	1	1	1	1	5	1	1	1	1	2	11	2
(null)	OG0000445	2	2	2	2	1	2	1	1	2	6	2	1	1	5
(null)	OG0000446	2	2	3	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000447	1	3	0	0	1	0	1	1	13	2	1	6	0	1
(null)	OG0000448	3	4	2	2	2	2	2	2	2	2	1	2	2	2
(null)	OG0000449	1	3	2	2	2	2	3	2	2	3	1	2	4	1
(null)	OG0000450	1	1	3	0	3	2	1	3	1	8	4	1	1	1
(null)	OG0000451	1	2	1	4	2	2	1	2	1	3	2	4	2	3
(null)	OG0000452	0	3	0	0	1	2	1	1	4	0	2	0	12	4
(null)	OG0000453	1	0	1	1	4	1	4	2	3	1	3	3	3	2
(null)	OG0000454	8	3	0	0	0	9	3	2	0	2	1	1	0	0
(null)	OG0000455	2	1	2	3	3	3	2	2	2	2	2	2	2	1
(null)	OG0000456	1	2	2	1	1	1	2	1	7	4	1	1	2	3
(null)	OG0000457	2	2	2	2	2	2	2	2	2	2	3	2	2	2
(null)	OG0000458	2	1	1	1	2	3	2	2	5	2	3	1	2	2
(null)	OG0000459	3	2	2	2	2	1	2	2	3	2	2	1	2	3
(null)	OG0000460	2	1	1	3	1	2	3	3	2	3	2	1	2	3
(null)	OG0000461	2	2	2	2	2	2	2	2	2	2	2	2	2	3
(null)	OG0000462	2	2	2	3	2	2	2	2	2	2	2	2	2	2
(null)	OG0000463	3	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000464	2	2	2	3	1	1	4	0	2	1	2	1	4	4
(null)	OG0000465	2	1	4	6	0	0	1	0	2	1	0	1	1	10
(null)	OG0000466	1	3	1	1	3	3	4	1	2	2	1	1	2	4
(null)	OG0000467	1	2	4	2	0	1	3	3	4	2	1	1	3	2
(null)	OG0000468	2	2	2	2	2	1	2	2	3	1	2	2	4	2
(null)	OG0000469	2	5	2	2	0	1	3	0	4	4	0	0	3	3
(null)	OG0000470	2	2	2	2	1	3	2	2	2	4	1	2	2	2
(null)	OG0000471	2	2	2	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000472	2	3	2	2	1	3	1	1	2	3	2	2	4	1
(null)	OG0000473	1	3	2	1	2	3	2	4	2	2	2	1	2	2
(null)	OG0000474	4	2	2	1	1	2	3	1	3	1	2	3	2	2
(null)	OG0000475	1	2	2	2	2	2	2	2	3	1	4	1	2	3
(null)	OG0000476	3	2	0	2	3	2	5	2	2	2	2	2	1	1
(null)	OG0000477	2	2	2	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000478	1	2	2	2	1	2	2	1	2	1	1	4	7	1
(null)	OG0000479	2	1	0	1	2	1	6	2	5	1	2	1	3	2
(null)	OG0000480	2	3	2	3	1	2	3	1	2	2	1	1	3	3
(null)	OG0000481	2	1	2	2	2	2	2	2	2	3	2	2	3	2
(null)	OG0000482	2	1	1	1	1	1	3	2	5	4	1	4	3	0
(null)	OG0000483	2	2	2	2	2	2	2	2	2	2	2	2	2	3
(null)	OG0000484	2	2	2	3	2	2	2	2	2	1	2	3	2	2
(null)	OG0000485	2	2	1	1	2	2	4	4	1	1	5	1	2	1
(null)	OG0000486	2	2	2	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000487	1	2	1	1	2	1	3	3	0	2	2	2	4	5
(null)	OG0000488	1	2	1	1	1	2	3	3	4	4	3	1	2	1
(null)	OG0000489	1	13	1	1	3	1	1	1	1	2	1	1	1	1
(null)	OG0000490	1	3	1	1	2	3	3	2	2	1	3	1	4	2
(null)	OG0000491	2	5	0	0	0	11	1	2	1	0	0	0	7	0
(null)	OG0000492	1	2	2	1	1	2	2	3	2	2	2	1	2	6
(null)	OG0000493	2	2	2	2	2	2	2	2	2	2	2	2	3	2
(null)	OG0000494	1	3	1	2	3	2	1	5	3	2	2	2	1	1
(null)	OG0000495	0	5	1	0	2	2	2	3	2	2	2	4	2	2
(null)	OG0000496	0	1	1	0	1	0	7	11	2	3	2	0	1	0
(null)	OG0000497	3	2	0	0	0	13	2	1	2	0	1	0	0	4
(null)	OG0000498	2	2	1	1	3	2	2	4	2	2	2	2	2	1
(null)	OG0000499	1	4	0	0	0	2	0	0	0	10	0	10	1	0
(null)	OG0000500	2	1	0	2	2	3	2	2	3	2	2	2	3	2
(null)	OG0000501	2	1	2	2	1	2	2	3	2	4	2	1	2	2
(null)	OG0000502	3	1	3	2	1	2	2	1	3	3	1	1	3	2
(null)	OG0000503	2	2	1	1	2	3	3	1	1	4	3	1	2	2
(null)	OG0000504	2	3	2	1	4	2	2	2	2	2	1	1	2	2
(null)	OG0000505	2	2	2	2	2	2	2	2	2	1	3	2	2	2
(null)	OG0000506	1	0	1	1	2	2	3	3	1	3	2	2	3	4
(null)	OG0000507	4	7	4	0	0	0	0	0	1	3	1	4	0	4
(null)	OG0000508	2	1	2	2	2	2	2	2	2	2	2	2	2	3
(null)	OG0000509	2	2	2	1	2	2	2	2	2	2	2	3	2	2
(null)	OG0000510	2	1	3	1	1	2	1	1	8	1	2	3	2	0
(null)	OG0000511	2	2	2	3	1	1	3	2	2	2	2	2	2	2
(null)	OG0000512	5	2	0	2	2	2	2	2	0	2	2	1	2	4
(null)	OG0000513	4	3	2	3	2	1	3	2	1	0	1	2	2	2
(null)	OG0000514	2	2	2	2	2	2	2	2	2	1	2	2	2	3
(null)	OG0000515	4	2	1	1	2	1	2	2	2	2	2	2	3	2
(null)	OG0000516	6	1	1	3	1	3	1	1	1	2	3	1	3	1
(null)	OG0000517	2	0	2	2	1	2	2	2	5	2	1	3	2	2
(null)	OG0000518	2	1	2	2	1	2	2	1	2	2	2	2	5	2
(null)	OG0000519	4	0	4	0	3	14	1	0	1	0	0	0	1	0
(null)	OG0000520	2	2	1	2	2	2	2	2	2	2	2	3	2	2
(null)	OG0000521	2	4	1	2	0	2	6	1	2	1	1	1	3	2
(null)	OG0000522	2	4	1	2	1	2	2	2	2	2	2	2	3	1
(null)	OG0000523	2	2	3	1	1	2	4	2	3	1	2	1	3	1
(null)	OG0000524	2	2	1	11	1	1	1	2	3	1	1	0	1	1
(null)	OG0000525	1	2	3	3	2	3	2	2	2	2	2	1	1	2
(null)	OG0000526	2	4	1	1	2	2	1	3	3	3	3	1	1	1
(null)	OG0000527	2	1	1	0	2	3	2	2	2	2	2	6	1	2
(null)	OG0000528	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000529	2	3	2	3	2	2	2	1	2	1	2	2	2	2
(null)	OG0000530	3	1	4	0	0	7	1	5	2	4	0	0	1	0
(null)	OG0000531	1	1	8	1	2	3	1	1	3	1	2	1	1	2
(null)	OG0000532	2	3	2	2	1	1	2	2	2	4	1	2	2	2
(null)	OG0000533	2	2	2	2	2	2	2	2	3	2	1	2	2	2
(null)	OG0000534	2	1	2	2	2	2	2	2	3	2	2	2	2	2
(null)	OG0000535	2	3	5	0	1	4	3	2	0	3	3	1	0	1
(null)	OG0000536	2	3	1	1	2	2	1	2	2	8	1	1	1	1
(null)	OG0000537	1	2	0	2	3	4	1	3	1	1	7	1	1	1
(null)	OG0000538	1	1	2	1	1	2	1	2	4	8	1	1	1	2
(null)	OG0000539	1	3	2	2	3	2	2	3	2	1	3	1	1	2
(null)	OG0000540	2	2	0	3	2	2	2	2	2	3	2	2	2	2
(null)	OG0000541	1	3	1	4	1	2	2	3	2	3	1	2	2	1
(null)	OG0000542	2	2	2	2	2	2	2	2	3	1	2	2	2	2
(null)	OG0000543	1	3	1	2	2	2	2	2	2	1	3	2	3	2
(null)	OG0000544	0	2	0	0	0	0	0	1	2	16	0	2	4	1
(null)	OG0000545	0	1	0	0	0	0	0	2	3	14	0	8	0	0
(null)	OG0000546	0	2	2	3	2	2	2	2	2	3	2	2	2	2
(null)	OG0000547	0	0	27	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0000548	0	0	0	0	0	28	0	0	0	0	0	0	0	0
(null)	OG0000549	0	0	0	0	0	1	0	0	1	1	0	0	5	20
(null)	OG0000550	0	0	0	0	0	0	0	0	0	0	0	0	28	0
(null)	OG0000551	2	6	1	2	1	2	1	1	1	2	2	2	2	2
(null)	OG0000552	2	2	9	1	1	2	1	0	3	3	1	1	0	1
(null)	OG0000553	1	3	1	2	2	2	3	3	1	1	2	2	2	2
(null)	OG0000554	2	2	1	2	2	2	2	2	4	1	2	1	2	2
(null)	OG0000555	2	2	1	2	2	2	2	2	3	1	2	2	2	2
(null)	OG0000556	2	2	2	2	1	2	2	2	2	2	2	1	3	2
(null)	OG0000557	2	2	2	2	1	2	2	2	3	2	1	2	2	2
(null)	OG0000558	2	2	2	2	1	2	1	2	3	2	2	2	2	2
(null)	OG0000559	7	1	3	1	1	1	4	1	1	1	1	1	2	2
(null)	OG0000560	3	0	0	0	0	0	1	0	0	1	0	20	1	1
(null)	OG0000561	3	2	2	2	1	2	2	1	2	2	1	3	2	2
(null)	OG0000562	3	1	1	4	1	2	3	0	1	3	1	2	3	2
(null)	OG0000563	2	2	2	2	2	2	2	2	3	1	2	1	2	2
(null)	OG0000564	2	2	2	2	2	2	2	2	2	1	2	2	2	2
(null)	OG0000565	2	2	2	1	2	2	2	2	2	2	2	1	3	2
(null)	OG0000566	2	3	1	1	2	2	2	3	2	1	2	2	2	2
(null)	OG0000567	2	2	2	2	1	2	2	3	2	1	2	2	2	2
(null)	OG0000568	2	2	0	2	2	2	2	2	2	2	2	2	2	3
(null)	OG0000569	2	1	0	3	2	4	1	1	4	1	2	1	2	3
(null)	OG0000570	2	2	2	2	1	3	2	1	2	3	1	2	2	2
(null)	OG0000571	2	2	2	2	2	1	2	2	2	2	2	2	2	2
(null)	OG0000572	2	4	3	2	2	2	1	2	1	1	3	1	1	2
(null)	OG0000573	2	2	1	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000574	3	3	2	2	1	2	4	1	3	2	0	1	1	2
(null)	OG0000575	2	2	2	2	1	2	2	2	2	2	1	2	2	3
(null)	OG0000576	2	2	1	2	2	2	2	1	3	2	2	2	2	2
(null)	OG0000577	2	2	1	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000578	3	1	2	2	2	2	2	2	2	2	2	1	2	2
(null)	OG0000579	1	2	0	2	0	0	4	1	6	3	0	2	3	3
(null)	OG0000580	2	2	2	2	2	2	2	2	2	1	2	2	2	2
(null)	OG0000581	2	2	2	2	1	2	2	1	2	3	1	1	3	3
(null)	OG0000582	2	2	2	2	2	1	2	2	2	2	2	2	2	2
(null)	OG0000583	2	3	1	2	2	2	2	2	3	2	1	1	1	3
(null)	OG0000584	1	2	1	1	4	1	1	3	1	5	2	1	1	3
(null)	OG0000585	3	2	2	2	1	2	2	1	2	3	1	1	2	3
(null)	OG0000586	2	1	1	2	2	2	2	2	2	3	2	2	2	2
(null)	OG0000587	0	5	2	0	1	1	0	0	5	0	3	8	2	0
(null)	OG0000588	0	10	0	0	1	0	0	5	3	0	0	0	4	4
(null)	OG0000589	0	3	1	0	2	13	0	2	0	1	1	0	1	3
(null)	OG0000590	3	2	3	1	2	1	1	2	1	1	3	1	2	3
(null)	OG0000591	2	2	2	2	1	2	2	1	2	3	1	2	2	2
(null)	OG0000592	2	2	2	2	2	3	2	2	2	0	1	2	2	2
(null)	OG0000593	1	1	1	2	4	1	6	3	1	1	2	1	1	1
(null)	OG0000594	2	2	0	2	3	2	2	3	2	0	1	2	2	3
(null)	OG0000595	2	1	1	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000596	1	2	2	2	1	1	2	2	2	1	2	1	6	1
(null)	OG0000597	3	2	2	2	2	1	1	1	3	2	2	2	2	1
(null)	OG0000598	2	2	2	2	2	2	2	2	2	2	1	2	2	1
(null)	OG0000599	3	1	0	0	0	3	0	18	0	0	0	0	0	1
(null)	OG0000600	1	2	0	0	1	1	0	1	0	15	0	5	0	0
(null)	OG0000601	2	2	3	2	2	1	2	2	3	3	1	1	0	2
(null)	OG0000602	2	2	1	2	2	2	2	2	2	1	2	2	2	2
(null)	OG0000603	2	2	2	4	1	1	2	1	3	2	1	1	2	2
(null)	OG0000604	3	1	2	2	2	0	2	2	2	2	2	2	2	2
(null)	OG0000605	3	2	1	2	2	1	2	2	1	1	4	2	2	1
(null)	OG0000606	1	5	1	4	1	4	1	1	3	1	1	1	1	1
(null)	OG0000607	2	2	2	2	2	2	2	1	2	2	1	2	2	2
(null)	OG0000608	2	2	2	2	1	2	2	1	1	2	1	3	2	3
(null)	OG0000609	2	1	1	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000610	3	4	2	3	1	1	2	1	2	1	1	2	2	1
(null)	OG0000611	1	2	1	3	1	2	2	1	2	6	0	1	2	2
(null)	OG0000612	1	1	1	1	2	3	1	2	3	1	6	1	2	1
(null)	OG0000613	1	3	2	3	1	2	1	1	2	2	1	2	4	1
(null)	OG0000614	2	2	3	1	1	0	2	3	4	2	1	1	2	2
(null)	OG0000615	1	5	1	2	1	1	2	1	3	1	1	4	2	1
(null)	OG0000616	5	2	0	2	1	7	1	3	3	0	0	0	0	2
(null)	OG0000617	4	3	1	0	2	0	1	0	0	6	2	0	5	2
(null)	OG0000618	2	2	0	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000619	3	2	1	1	1	3	2	2	2	1	3	1	2	2
(null)	OG0000620	1	2	2	2	1	1	2	2	2	2	2	2	2	3
(null)	OG0000621	1	1	0	11	1	1	1	1	2	3	1	1	1	1
(null)	OG0000622	2	1	1	1	2	2	2	3	2	1	2	1	4	2
(null)	OG0000623	2	2	2	3	1	2	2	1	3	1	1	2	2	2
(null)	OG0000624	1	2	1	2	1	3	2	1	5	2	1	1	2	2
(null)	OG0000625	1	1	2	1	2	1	2	3	2	3	3	2	2	1
(null)	OG0000626	2	2	1	2	2	2	2	1	2	2	2	2	2	2
(null)	OG0000627	1	3	1	1	1	2	4	1	2	1	2	2	3	2
(null)	OG0000628	1	3	1	3	1	1	2	1	2	2	2	1	4	2
(null)	OG0000629	2	2	2	2	2	2	2	1	2	1	2	2	2	2
(null)	OG0000630	3	3	0	2	3	3	2	2	1	1	2	2	1	1
(null)	OG0000631	1	2	1	2	2	1	4	2	1	2	3	1	2	2
(null)	OG0000632	2	2	2	2	2	2	2	1	2	2	1	2	2	2
(null)	OG0000633	1	3	1	1	1	4	1	1	1	4	2	3	2	1
(null)	OG0000634	2	2	1	3	3	2	1	2	1	3	1	3	1	1
(null)	OG0000635	1	0	1	1	2	2	2	6	1	0	5	3	1	1
(null)	OG0000636	1	2	1	1	2	2	2	1	4	2	2	2	2	2
(null)	OG0000637	0	10	7	1	3	0	1	3	0	0	1	0	0	0
(null)	OG0000638	0	8	0	0	1	6	1	4	0	0	4	0	0	2
(null)	OG0000639	0	1	0	2	6	0	0	1	1	12	1	2	0	0
(null)	OG0000640	0	7	1	3	0	1	2	0	3	1	0	2	1	5
(null)	OG0000641	0	0	1	1	0	0	3	0	3	13	0	0	3	2
(null)	OG0000642	0	0	0	26	0	0	0	0	0	0	0	0	0	0
(null)	OG0000643	0	0	0	0	0	17	1	1	0	0	0	1	6	0
(null)	OG0000644	0	0	0	0	0	0	0	0	26	0	0	0	0	0
(null)	OG0000645	0	0	0	0	0	0	0	0	0	0	0	4	0	22
(null)	OG0000646	2	8	0	4	1	2	1	1	1	0	2	1	1	1
(null)	OG0000647	2	2	1	3	1	2	1	2	1	2	3	2	1	2
(null)	OG0000648	1	1	1	1	1	11	0	1	1	2	1	2	1	1
(null)	OG0000649	2	2	2	2	1	2	2	1	2	2	1	2	2	2
(null)	OG0000650	2	2	2	1	2	2	2	2	2	1	1	2	2	2
(null)	OG0000651	2	1	2	2	4	1	1	2	2	1	2	2	1	2
(null)	OG0000652	3	2	2	2	1	1	2	1	2	2	1	2	2	2
(null)	OG0000653	2	4	1	0	2	1	2	2	3	1	2	1	2	2
(null)	OG0000654	2	2	2	2	1	2	2	1	2	2	1	2	2	2
(null)	OG0000655	7	2	2	2	0	1	2	1	2	1	0	2	1	2
(null)	OG0000656	2	1	1	2	2	2	2	2	2	1	2	2	2	2
(null)	OG0000657	1	4	2	1	2	2	1	4	1	2	1	2	1	1
(null)	OG0000658	6	1	0	0	1	3	1	1	1	1	2	6	1	1
(null)	OG0000659	22	0	0	0	0	0	0	0	0	0	0	3	0	0
(null)	OG0000660	2	1	0	3	2	2	2	2	2	0	2	2	2	3
(null)	OG0000661	2	1	1	2	1	2	2	1	3	2	2	2	2	2
(null)	OG0000662	2	0	0	0	0	0	0	0	0	0	0	23	0	0
(null)	OG0000663	1	2	2	2	2	1	2	1	4	2	1	2	2	1
(null)	OG0000664	1	5	1	2	1	2	1	1	2	1	2	1	3	2
(null)	OG0000665	2	6	1	1	0	4	1	0	1	0	1	3	2	3
(null)	OG0000666	1	6	0	0	2	5	2	1	2	1	1	1	2	1
(null)	OG0000667	2	2	2	2	1	2	2	1	3	2	1	1	2	2
(null)	OG0000668	3	1	1	3	1	1	3	1	4	1	1	1	2	2
(null)	OG0000669	2	1	2	2	2	2	2	1	2	2	1	2	2	2
(null)	OG0000670	1	3	1	1	0	1	1	3	2	6	2	1	1	2
(null)	OG0000671	1	1	0	4	2	2	4	2	1	1	3	1	2	1
(null)	OG0000672	1	2	2	1	1	2	2	2	5	1	2	1	1	2
(null)	OG0000673	1	1	0	0	1	6	1	2	1	2	5	1	1	3
(null)	OG0000674	1	0	1	1	2	3	1	1	2	0	3	1	3	6
(null)	OG0000675	1	1	0	2	2	2	2	2	3	3	2	1	2	2
(null)	OG0000676	2	2	2	2	1	1	2	1	4	1	1	2	2	2
(null)	OG0000677	2	2	0	3	4	1	1	2	2	1	1	2	2	2
(null)	OG0000678	1	2	2	3	3	3	1	5	1	1	0	1	1	1
(null)	OG0000679	3	1	2	2	1	1	1	1	1	4	1	3	2	2
(null)	OG0000680	1	2	1	2	2	2	2	2	2	2	2	1	2	2
(null)	OG0000681	1	1	3	0	1	3	0	6	1	1	1	0	3	4
(null)	OG0000682	1	2	1	1	1	1	4	1	1	1	1	1	5	4
(null)	OG0000683	2	2	2	1	2	2	2	2	2	1	2	1	2	2
(null)	OG0000684	1	9	1	1	1	2	1	2	1	1	1	1	2	1
(null)	OG0000685	1	2	2	1	2	2	2	1	3	2	3	1	1	2
(null)	OG0000686	1	1	1	3	1	1	4	1	2	2	1	4	2	1
(null)	OG0000687	2	2	2	2	1	2	2	1	2	2	1	2	2	2
(null)	OG0000688	2	2	2	2	1	2	1	1	2	2	2	2	2	2
(null)	OG0000689	2	2	0	2	2	2	2	2	2	2	1	2	2	2
(null)	OG0000690	2	2	2	1	1	3	2	2	3	1	1	1	2	2
(null)	OG0000691	1	1	1	1	1	6	1	4	1	3	1	2	1	1
(null)	OG0000692	1	1	2	1	3	2	3	3	4	0	0	0	3	2
(null)	OG0000693	1	2	2	2	2	1	1	2	2	3	2	2	1	2
(null)	OG0000694	1	1	1	3	2	1	3	1	4	3	1	2	1	1
(null)	OG0000695	1	2	1	3	1	2	3	1	2	2	1	1	3	2
(null)	OG0000696	3	2	1	1	1	1	2	0	7	3	0	2	1	1
(null)	OG0000697	2	1	2	1	2	2	2	1	4	2	2	0	2	2
(null)	OG0000698	2	1	0	2	3	2	3	3	1	2	1	1	2	2
(null)	OG0000699	1	2	2	2	2	1	1	1	1	3	0	6	1	2
(null)	OG0000700	2	2	2	1	1	2	2	2	2	2	2	2	2	1
(null)	OG0000701	1	1	3	3	2	1	2	1	5	2	1	1	1	1
(null)	OG0000702	1	2	0	1	1	1	1	5	0	3	3	2	2	3
(null)	OG0000703	0	2	0	0	1	0	0	1	0	15	2	3	0	1
(null)	OG0000704	0	12	5	1	0	2	1	0	0	1	0	0	1	2
(null)	OG0000705	0	1	0	0	0	4	1	1	4	0	8	4	1	1
(null)	OG0000706	0	0	1	0	0	0	0	0	24	0	0	0	0	0
(null)	OG0000707	0	0	0	0	0	2	0	1	0	21	0	1	0	0
(null)	OG0000708	2	2	1	1	1	2	1	2	3	2	3	1	1	2
(null)	OG0000709	8	4	1	0	0	3	1	2	1	1	0	1	1	1
(null)	OG0000710	2	1	1	1	2	1	2	2	5	1	2	1	2	1
(null)	OG0000711	2	2	2	2	1	1	2	1	2	2	1	2	2	2
(null)	OG0000712	2	1	0	1	2	1	2	4	6	0	1	0	3	1
(null)	OG0000713	1	2	1	1	2	1	4	2	3	1	1	1	2	2
(null)	OG0000714	1	1	0	2	2	2	3	2	2	1	3	1	2	2
(null)	OG0000715	2	2	2	1	1	2	2	2	2	1	1	1	3	2
(null)	OG0000716	5	1	1	1	1	1	1	2	2	5	1	1	1	1
(null)	OG0000717	2	2	2	1	1	2	3	2	1	2	2	1	2	1
(null)	OG0000718	1	6	1	1	2	2	1	0	1	1	1	1	3	3
(null)	OG0000719	2	1	1	1	1	2	1	2	1	3	3	1	4	1
(null)	OG0000720	4	2	1	1	1	1	1	1	4	4	1	1	1	1
(null)	OG0000721	3	1	1	3	1	1	2	1	2	2	1	2	2	2
